Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
Blood Cancer Journal,790,4.411,0.004140
JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH,"3,723",4.357,0.007340
Frontiers in Aging Neuroscience,"2,422",4.348,0.009550
HYSTRIX-Italian Journal of Mammalogy,457,4.333,0.001500
INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY,"5,393",4.333,0.013780
Nanophotonics,438,4.333,0.002820
Clinical Epigenetics,633,4.327,0.002180
APL Materials,"1,417",4.323,0.007440
International Journal of Nanomedicine,"10,929",4.320,0.025440
Disease Models & Mechanisms,"3,027",4.316,0.014490
Stem Cells Translational Medicine,"1,884",4.247,0.007930
JOURNAL OF NANOBIOTECHNOLOGY,"1,808",4.239,0.003950
Frontiers in Microbiology,"8,295",4.165,0.036110
Environmental Research Letters,"6,965",4.134,0.034470
Genome Biology and Evolution,"3,638",4.098,0.021960
HEALTH TECHNOLOGY ASSESSMENT,"4,819",4.058,0.009300
Frontiers in Physiology,"5,627",4.031,0.026120
Emerging Microbes & Infections,421,4.012,0.002080
Journal of Physiotherapy,484,4.000,0.002140
International Journal of Behavioral Nutrition and Physical Activity,"5,811",3.993,0.018630
Microbial Biotechnology,"1,638",3.991,0.005450
HYDROLOGY AND EARTH SYSTEM SCIENCES,"10,606",3.990,0.032080
Retrovirology,"3,307",3.989,0.012330
International Journal of Biological Sciences,"3,178",3.982,0.009490
ARTHRITIS RESEARCH & THERAPY,"12,302",3.979,0.029730
Developmental Cognitive Neuroscience,"1,013",3.963,0.005890
Journal of Cheminformatics,"1,299",3.949,0.005610
PLoS Neglected Tropical Diseases,"14,371",3.948,0.057180
Journal of Ginseng Research,855,3.898,0.002320
CANCER SCIENCE,"10,294",3.896,0.021110
Stem Cell Research,"1,871",3.892,0.007450
Frontiers in Neural Circuits,"2,110",3.879,0.012820
BMC GENOMICS,"29,555",3.867,0.093930
NeuroImage-Clinical,"1,569",3.857,0.008320
Protein & Cell,"1,540",3.817,0.006920
Nutrients,"4,084",3.759,0.014540
RESPIRATORY RESEARCH,"5,025",3.751,0.013150
International Journal for Parasitology-Drugs and Drug Resistance,402,3.746,0.001980
Molecular Brain,"1,453",3.745,0.006050
Microbial Cell Factories,"4,148",3.744,0.011390
NUCLEAR PHYSICS B,"36,987",3.735,0.028650
Biogeosciences,"11,245",3.700,0.048120
Aging and Disease,648,3.697,0.002490
Journal of Translational Medicine,"6,671",3.694,0.021140
Stem Cells International,"1,023",3.687,0.003520
Structural Dynamics,95,3.667,0.000420
Cell Communication and Signaling,"1,503",3.661,0.005620
ACTA DERMATO-VENEREOLOGICA,"4,665",3.638,0.007650
Climate of the Past,"3,013",3.638,0.016480
Frontiers in Human Neuroscience,"10,275",3.634,0.049730
BMC PLANT BIOLOGY,"8,393",3.631,0.023890
Arabian Journal of Chemistry,"1,712",3.613,0.003960
Journal of Cancer,"1,091",3.609,0.004230
ChemistryOpen,339,3.585,0.001140
Toxins,"2,929",3.571,0.010010
NEW JOURNAL OF PHYSICS,"23,658",3.570,0.106720
NEURAL PLASTICITY,"1,487",3.568,0.004940
CELLULAR ONCOLOGY,"1,009",3.562,0.002090
Journal of Global Health,288,3.559,0.001800
Bone Research,191,3.549,0.000530
Geoscientific Model Development,"2,754",3.549,0.017170
MOLECULAR MEDICINE,"4,540",3.530,0.010940
Plant Genome,745,3.509,0.002430
Skeletal Muscle,538,3.500,0.002990
JOURNAL OF HEADACHE AND PAIN,"1,786",3.497,0.004540
Clinical Proteomics,393,3.476,0.001560
Clinical and Translational Gastroenterology,245,3.472,0.000950
Environmental Health,"3,071",3.453,0.009950
Plant Methods,"1,343",3.449,0.003500
SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS,"3,392",3.433,0.006940
Journal of Oral Microbiology,304,3.421,0.001200
MEDIATORS OF INFLAMMATION,"5,537",3.418,0.017040
Rice,659,3.417,0.002180
BMC EVOLUTIONARY BIOLOGY,"10,666",3.406,0.032050
Frontiers in Neuroscience,"4,322",3.398,0.021260
Frontiers in Behavioral Neuroscience,"3,470",3.392,0.015280
Human Genomics,771,3.385,0.002480
Marine Drugs,"5,437",3.345,0.013870
Biomedical Optics Express,"4,669",3.344,0.019490
Orphanet Journal of Rare Diseases,"3,704",3.290,0.013670
Nutrition & Metabolism,"2,239",3.280,0.006280
BMC CANCER,"17,676",3.265,0.052540
Nutrition Journal,"3,048",3.265,0.009110
Frontiers in Neuroanatomy,"1,560",3.260,0.007630
INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,"18,190",3.257,0.055090
Genes,545,3.242,0.002850
Biology of Sex Differences,344,3.237,0.001780
ARCHAEA-AN INTERNATIONAL MICROBIOLOGICAL JOURNAL,467,3.234,0.001600
Parasites & Vectors,"6,047",3.234,0.021740
Food & Nutrition Research,578,3.226,0.002110
Implementation Science,"4,189",3.201,0.014090
Implementation Science,"4,189",3.201,0.014090
Frontiers in Neurology,"2,304",3.184,0.009840
EvoDevo,493,3.177,0.003550
OPTICS EXPRESS,"84,397",3.148,0.229370
MALARIA JOURNAL,"10,278",3.079,0.031030
Translational Oncology,"1,251",3.077,0.004340
Molecular Pain,"2,622",3.070,0.007900
BMC Medical Research Methodology,"5,617",3.059,0.017510
PLoS One,"425,015",3.057,1.813690
Frontiers in Neuroinformatics,"1,090",3.047,0.004250
International Journal of Chronic Obstructive Pulmonary Disease,"1,871",3.046,0.004670
Frontiers in Zoology,"1,648",3.042,0.005250
Viruses-Basel,"3,445",3.042,0.015710
Neural Development,909,3.038,0.003390
Remote Sensing,"5,061",3.036,0.015490
Biology Direct,"1,411",3.016,0.005690
Nano-Micro Letters,514,3.012,0.001470
Journal of Biological Engineering,562,3.000,0.001900
Atmospheric Measurement Techniques,"4,108",2.989,0.018410
Ocean Science,"1,351",2.985,0.006230
Express Polymer Letters,"2,323",2.965,0.004600
Catalysts,502,2.964,0.001470
Polymers,"1,837",2.944,0.006260
JOURNAL OF BIOMEDICAL SCIENCE,"3,052",2.935,0.006370
PPAR Research,982,2.935,0.002170
VETERINARY RESEARCH,"3,880",2.928,0.008170
Cancer Medicine,988,2.915,0.004040
G3-Genes Genomes Genetics,"2,259",2.910,0.013740
KIDNEY & BLOOD PRESSURE RESEARCH,"1,336",2.908,0.002890
GENETICS SELECTION EVOLUTION,"1,905",2.895,0.003690
ECOLOGY AND SOCIETY,"6,569",2.890,0.014910
ECOLOGY AND SOCIETY,"6,569",2.890,0.014910
Cancer Cell International,"1,499",2.884,0.003640
Cell and Bioscience,640,2.883,0.002710
Drug Design Development and Therapy,"1,712",2.881,0.004990
Journal of Space Weather and Space Climate,260,2.846,0.001410
ASN Neuro,676,2.828,0.002930
Gut Pathogens,502,2.816,0.001860
Chinese Journal of Cancer,"1,221",2.814,0.003700
Journal of Immunology Research,781,2.812,0.002470
Journal of Neurodevelopmental Disorders,661,2.787,0.002970
BMB Reports,"1,755",2.782,0.004690
Beilstein Journal of Nanotechnology,"1,848",2.778,0.006670
Nutrition & Diabetes,460,2.773,0.002260
Population Health Metrics,993,2.768,0.005570
Materials,"5,262",2.728,0.015900
BMC Medical Genomics,"1,892",2.726,0.007120
BMC ECOLOGY,743,2.724,0.002280
Antimicrobial Resistance and Infection Control,289,2.716,0.001320
Immunity & Ageing,513,2.708,0.001400
Beilstein Journal of Organic Chemistry,"3,919",2.697,0.012970
BMC INFECTIOUS DISEASES,"9,703",2.690,0.036220
Nanomaterials,436,2.690,0.001240
Optical Materials Express,"2,700",2.657,0.011390
Frontiers in Computational Neuroscience,"1,460",2.653,0.007510
ASIAN JOURNAL OF ANDROLOGY,"2,619",2.644,0.006110
Harm Reduction Journal,746,2.635,0.002070
Database-The Journal of Biological Databases and Curation,"1,548",2.627,0.009270
Acta Orthopaedica,"7,101",2.617,0.009200
International Journal of Oral Science,678,2.595,0.002520
BMC CELL BIOLOGY,"1,859",2.584,0.004210
Nanoscale Research Letters,"9,519",2.584,0.027000
BMC MICROBIOLOGY,"8,028",2.581,0.022790
BMC Psychiatry,"5,362",2.576,0.017470
BMJ Open,"8,058",2.562,0.044180
Chemistry Central Journal,"1,568",2.552,0.004120
JOURNAL OF EPIDEMIOLOGY,"1,931",2.546,0.004870
Globalization and Health,967,2.540,0.004250
Globalization and Health,967,2.540,0.004250
Ecology and Evolution,"3,068",2.537,0.017250
Mobile DNA,436,2.520,0.001550
Journal of Ovarian Research,924,2.502,0.002890
BMC MOLECULAR BIOLOGY,"2,243",2.500,0.003310
Radiation Oncology,"3,642",2.466,0.014060
MOLECULES,"17,613",2.465,0.041490
Frontiers in Psychology,"9,540",2.463,0.047310
BMC BIOTECHNOLOGY,"2,832",2.452,0.006250
BIOSCIENCE REPORTS,"1,948",2.446,0.003610
BMC BIOINFORMATICS,"22,742",2.435,0.067930
Journal of Diabetes Research,728,2.431,0.002600
Bone & Joint Research,345,2.425,0.001770
EUROPEAN JOURNAL OF HISTOCHEMISTRY,833,2.421,0.001280
Diabetes Therapy,268,2.419,0.001050
Journal of NeuroEngineering and Rehabilitation,"2,280",2.419,0.006790
Human Resources for Health,"1,309",2.416,0.002970
Journal of Ethnobiology and Ethnomedicine,"1,403",2.414,0.002360
TELLUS SERIES B-CHEMICAL AND PHYSICAL METEOROLOGY,"3,697",2.402,0.006250
Obesity Facts,936,2.400,0.003150
Journal of Statistical Software,"6,868",2.379,0.031240
Influenza and Other Respiratory Viruses,"1,498",2.378,0.007170
International Journal for Equity in Health,"1,356",2.378,0.005010
International Journal of Endocrinology,"1,641",2.376,0.006370
BMC Geriatrics,"2,151",2.371,0.006810
BMC Geriatrics,"2,151",2.371,0.006810
Journal of Pain Research,719,2.363,0.002910
Virology Journal,"5,566",2.362,0.017690
ALLERGOLOGY INTERNATIONAL,"1,175",2.355,0.002730
JOURNAL OF THE RENIN-ANGIOTENSIN-ALDOSTERONE SYSTEM,"1,031",2.350,0.002180
JOURNAL OF VISION,"8,102",2.341,0.021310
Journal of Legal Analysis,194,2.333,0.000900
JOURNAL OF PHARMACY AND PHARMACEUTICAL SCIENCES,"1,751",2.330,0.002040
BMC Pulmonary Medicine,"1,609",2.329,0.005510
European Journal of Psychotraumatology,528,2.325,0.001680
CULTURAL ANTHROPOLOGY,"1,405",2.324,0.003900
Scandinavian Journal of Trauma Resuscitation & Emergency Medicine,"1,151",2.310,0.004540
Canadian Journal of Gastroenterology and Hepatology,"1,988",2.307,0.003970
BMC NEUROSCIENCE,"4,170",2.304,0.009980
Journal of Diabetes Investigation,966,2.294,0.003400
BMC Nephrology,"1,957",2.289,0.008190
Ecosphere,"1,793",2.287,0.010590
Allergy Asthma and Clinical Immunology,563,2.283,0.002030
Cell Division,546,2.278,0.001680
NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,"5,428",2.277,0.014120
OncoTargets and Therapy,"1,260",2.272,0.004120
International Journal of Health Geographics,"1,596",2.270,0.004320
International Journal of Health Geographics,"1,596",2.270,0.004320
SAUDI PHARMACEUTICAL JOURNAL,638,2.233,0.001310
International Journal of Medical Sciences,"2,113",2.232,0.005760
INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,"4,375",2.229,0.013850
International Journal of Clinical and Health Psychology,586,2.217,0.001150
Molecular Imaging,"1,106",2.216,0.002630
Health and Quality of Life Outcomes,"5,271",2.212,0.011500
Health and Quality of Life Outcomes,"5,271",2.212,0.011500
BMC PUBLIC HEALTH,"21,363",2.209,0.080380
BMC Systems Biology,"3,936",2.208,0.016600
PeerJ,"1,765",2.183,0.009250
REVISTA BRASILEIRA DE PSIQUIATRIA,"1,319",2.181,0.002660
REVISTA BRASILEIRA DE PSIQUIATRIA,"1,319",2.181,0.002660
BMC Pregnancy and Childbirth,"3,625",2.180,0.013430
IEEE Photonics Journal,"2,498",2.177,0.011470
Andean Geology,288,2.176,0.001060
AMB Express,661,2.167,0.002430
BMC IMMUNOLOGY,"1,532",2.161,0.003750
Trends in Hearing,69,2.158,0.000280
BMC GENETICS,"2,775",2.152,0.007990
MicrobiologyOpen,480,2.148,0.002160
Reproductive Biology and Endocrinology,"3,293",2.147,0.007140
Pediatric Rheumatology,493,2.144,0.001650
DISEASE MARKERS,"1,953",2.137,0.004460
Lipids in Health and Disease,"2,949",2.137,0.008380
Biology Open,"1,074",2.135,0.006280
Biomed Research International,"13,089",2.134,0.045020
Child and Adolescent Psychiatry and Mental Health,634,2.134,0.002210
Child and Adolescent Psychiatry and Mental Health,634,2.134,0.002210
Clinical Interventions in Aging,"2,000",2.133,0.005650
MEDICINE,"6,260",2.133,0.007630
Infectious Diseases of Poverty,215,2.130,0.000900
Brain and Behavior,605,2.128,0.002960
Diabetology & Metabolic Syndrome,927,2.119,0.003350
Health Research Policy and Systems,833,2.107,0.002320
JOURNAL OF PHARMACOLOGICAL SCIENCES,"3,685",2.106,0.005640
BMC GASTROENTEROLOGY,"3,146",2.101,0.009330
FEBS Open Bio,547,2.101,0.002250
BMC DEVELOPMENTAL BIOLOGY,"2,311",2.096,0.005140
BMC Medical Genetics,"2,698",2.094,0.007790
Annals of Clinical Microbiology and Antimicrobials,763,2.083,0.001670
Solid Earth,438,2.083,0.002460
AoB Plants,561,2.079,0.002220
Energies,"3,704",2.077,0.010840
Crystals,273,2.075,0.001130
Jornal de Pediatria,"1,369",2.062,0.002200
BMC Medical Informatics and Decision Making,"1,949",2.042,0.006850
Journal of Animal Science and Biotechnology,323,2.037,0.001330
International Journal of Environmental Research and Public Health,"6,062",2.035,0.022670
Reproductive Health,926,2.035,0.003370
Reproductive Health,926,2.035,0.003370
SENSORS,"15,836",2.033,0.037230
BMC Pharmacology & Toxicology,330,2.030,0.001420
COMPUTATIONAL LINGUISTICS,"1,610",2.017,0.001960
COMPUTATIONAL LINGUISTICS,"1,610",2.017,0.001960
Earth Surface Dynamics,119,2.000,0.000780
Fossil Record,213,2.000,0.000450
BMC Complementary and Alternative Medicine,"4,220",1.987,0.009810
Aquaculture Environment Interactions,336,1.985,0.001170
JOURNAL OF FOOD AND DRUG ANALYSIS,"1,029",1.980,0.001230
Journal of Saudi Chemical Society,846,1.978,0.001920
Journal of Inflammation-London,883,1.975,0.002460
BMC Neurology,"2,969",1.961,0.010780
Aquatic Invasions,"1,010",1.955,0.002470
Tobacco Induced Diseases,286,1.938,0.001090
Tobacco Induced Diseases,286,1.938,0.001090
Evidence-based Complementary and Alternative Medicine,"8,456",1.931,0.023140
BMC STRUCTURAL BIOLOGY,"1,051",1.926,0.002490
BMC Cardiovascular Disorders,"1,699",1.916,0.005980
METEOROLOGISCHE ZEITSCHRIFT,"1,617",1.914,0.003000
Therapeutics and Clinical Risk Management,"1,341",1.903,0.002230
Diagnostic Pathology,"1,886",1.895,0.005990
Progress of Theoretical and Experimental Physics,934,1.889,0.005180
MEDITERRANEAN MARINE SCIENCE,710,1.873,0.001990
EARTH PLANETS AND SPACE,"3,186",1.871,0.008510
Neuropsychiatric Disease and Treatment,"2,107",1.867,0.005410
Trials,"4,411",1.859,0.021240
Judgment and Decision Making,"1,443",1.856,0.006890
Dose-Response,555,1.855,0.001410
MycoKeys,63,1.846,0.000340
BMC Medical Ethics,656,1.840,0.002220
BMC Medical Ethics,656,1.840,0.002220
Advances in High Energy Physics,"1,033",1.839,0.005290
International Journal of Genomics,172,1.830,0.000540
Noise & Health,"1,010",1.826,0.001940
JOURNAL OF VETERINARY INTERNAL MEDICINE,"6,181",1.821,0.009690
BMC Pediatrics,"3,049",1.813,0.011730
i-Perception,339,1.813,0.001710
Journal of the International Society of Sports Nutrition,772,1.811,0.001870
International Journal of the Commons,336,1.792,0.000900
MEMORIAS DO INSTITUTO OSWALDO CRUZ,"6,113",1.789,0.006760
Parasite,"1,104",1.781,0.001730
SAUDI JOURNAL OF BIOLOGICAL SCIENCES,544,1.781,0.001490
EJNMMI Research,579,1.761,0.002740
Current Zoology,850,1.758,0.003690
Journal of Nanomaterials,"4,647",1.758,0.012460
CELLULAR & MOLECULAR BIOLOGY LETTERS,986,1.753,0.001350
Progress in Natural Science-Materials International,"2,098",1.753,0.002710
Proteome Science,"1,002",1.746,0.002990
Entropy,"2,099",1.743,0.007950
Gastroenterology Research and Practice,"1,274",1.742,0.004470
BMC Endocrine Disorders,650,1.739,0.002100
UPSALA JOURNAL OF MEDICAL SCIENCES,680,1.739,0.001860
Radiology and Oncology,473,1.736,0.001230
Theoretical Economics,327,1.732,0.005750
ANNALES GEOPHYSICAE,"5,994",1.731,0.009050
POLAR RESEARCH,"1,173",1.728,0.001930
Applied Sciences-Basel,238,1.726,0.000830
JOURNAL OF LIMNOLOGY,916,1.725,0.002420
Frontiers in Neurorobotics,154,1.723,0.000780
Parkinsons Disease,564,1.722,0.002250
Behavioral and Brain Functions,"1,429",1.720,0.003330
Infectious Agents and Cancer,477,1.718,0.001780
Patient Preference and Adherence,"1,116",1.718,0.003870
Substance Abuse Treatment Prevention and Policy,643,1.713,0.001940
Global Health Action,"1,230",1.712,0.005750
Global Health Action,"1,230",1.712,0.005750
INTEGRATIVE CANCER THERAPIES,985,1.706,0.001790
Journal of Physiological Anthropology,432,1.694,0.000700
Water,"1,035",1.687,0.003390
Journal of Sport and Health Science,214,1.685,0.000710
Journal of Sport and Health Science,214,1.685,0.000710
Pain Research & Management,949,1.685,0.002070
BMC MUSCULOSKELETAL DISORDERS,"5,779",1.684,0.019590
EUROPEAN JOURNAL OF MEDICAL RESEARCH,"1,335",1.684,0.002230
BMC Palliative Care,512,1.676,0.001850
BMC Palliative Care,512,1.676,0.001850
BMC MEDICAL IMAGING,496,1.663,0.001680
JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,"2,536",1.659,0.005060
BMC Veterinary Research,"2,325",1.643,0.009120
BMC Family Practice,"2,382",1.641,0.007950
BioData Mining,232,1.640,0.001040
BEHAVIOURAL NEUROLOGY,923,1.629,0.001930
Journal of Biomedical Semantics,362,1.620,0.001930
Italian Journal of Pediatrics,670,1.614,0.002340
BMC HEALTH SERVICES RESEARCH,"8,076",1.606,0.027870
BMC Urology,672,1.606,0.001940
BMC International Health and Human Rights,544,1.600,0.001780
JOURNAL OF REHABILITATION MEDICINE,"4,136",1.595,0.007680
Standards in Genomic Sciences,938,1.594,0.003870
AGRICULTURAL AND FOOD SCIENCE,508,1.588,0.000830
Journal of Otolaryngology-Head & Neck Surgery,"1,610",1.585,0.002410
Forests,686,1.583,0.002610
World Journal of Emergency Surgery,507,1.583,0.001850
Chinese Medicine,546,1.580,0.001340
ANGLE ORTHODONTIST,"4,548",1.579,0.007000
Epidemics,346,1.578,0.001700
Metals,234,1.574,0.000720
COLLEGE & RESEARCH LIBRARIES,715,1.568,0.001160
EPJ Data Science,106,1.567,0.000810
EPJ Data Science,106,1.567,0.000810
BIOLOGICAL PROCEDURES ONLINE,445,1.565,0.000380
Geoscience Data Journal,29,1.562,0.000240
INTERNATIONAL JOURNAL OF SPELEOLOGY,503,1.559,0.000990
International Journal of Integrated Care,517,1.557,0.001210
International Journal of Integrated Care,517,1.557,0.001210
SCANDINAVIAN JOURNAL OF PRIMARY HEALTH CARE,"1,077",1.556,0.001640
BMC Biophysics,130,1.552,0.000750
Hereditary Cancer in Clinical Practice,199,1.550,0.000570
SWISS MEDICAL WEEKLY,"2,570",1.549,0.006260
IEEE Journal of the Electron Devices Society,120,1.543,0.000500
JOURNAL OF RADIATION RESEARCH,"2,071",1.536,0.004470
GEOLOGICA CARPATHICA,828,1.523,0.000990
Comparative Cytogenetics,258,1.519,0.000640
Green Chemistry Letters and Reviews,550,1.512,0.001030
FISHERY BULLETIN,"3,703",1.510,0.001640
Gaceta Sanitaria,"1,272",1.509,0.002230
Gaceta Sanitaria,"1,272",1.509,0.002230
Molecular Cytogenetics,539,1.506,0.002070
ACTA PALAEONTOLOGICA POLONICA,"1,877",1.503,0.003260
Minerals,134,1.500,0.000640
PHYSICAL REVIEW SPECIAL TOPICS-ACCELERATORS AND BEAMS,"2,621",1.500,0.007980
SAMJ SOUTH AFRICAN MEDICAL JOURNAL,"3,201",1.500,0.004470
Indian Journal of Dermatology Venereology & Leprology,"1,305",1.488,0.002500
JOURNAL OF VENOMOUS ANIMALS AND TOXINS INCLUDING TROPICAL DISEASES,524,1.488,0.000880
Journal of Occupational Medicine and Toxicology,521,1.486,0.000940
CROATIAN MEDICAL JOURNAL,"1,366",1.483,0.002050
Journal of Foot and Ankle Research,569,1.481,0.001810
Avian Conservation and Ecology,184,1.474,0.000610
CANCER IMAGING,786,1.470,0.001930
BMC Surgery,835,1.469,0.003120
Journal of Hydrology and Hydromechanics,275,1.469,0.000740
Cardiovascular Ultrasound,814,1.463,0.001780
Journal of Ophthalmology,755,1.463,0.003300
Mobile Information Systems,155,1.462,0.000470
REVISTA ESPANOLA DE ENFERMEDADES DIGESTIVAS,"1,008",1.455,0.001650
npj Primary Care Respiratory Medicine,82,1.447,0.000210
INDIAN JOURNAL OF MEDICAL RESEARCH,"4,522",1.446,0.007410
AIP Advances,"2,682",1.444,0.011560
Advances in Cognitive Psychology,257,1.444,0.000790
Journal of Applied Clinical Medical Physics,"1,367",1.444,0.003850
Marine and Coastal Fisheries,431,1.442,0.001970
Algorithms for Molecular Biology,459,1.439,0.002930
Comunicar,347,1.438,0.000370
JOURNAL OF INTERNATIONAL MEDICAL RESEARCH,"2,811",1.431,0.006310
Journal of Sports Science and Medicine,"1,689",1.430,0.003270
Libyan Journal of Medicine,163,1.429,0.000400
Annals of Global Health,73,1.417,0.000400
AIDS Research and Therapy,505,1.414,0.001650
Journal of Contemporary Brachytherapy,213,1.413,0.000440
Brazilian Journal of Infectious Diseases,"1,312",1.412,0.002890
KOEDOE,461,1.412,0.000600
Annals of General Psychiatry,552,1.411,0.001060
Annals of General Psychiatry,552,1.411,0.001060
International Journal of Concrete Structures and Materials,197,1.411,0.000750
Evolutionary Bioinformatics,"1,272",1.404,0.001320
ELECTRONIC JOURNAL OF BIOTECHNOLOGY,"1,144",1.403,0.001390
TELLUS SERIES A-DYNAMIC METEOROLOGY AND OCEANOGRAPHY,"2,509",1.398,0.005290
Biomedical Engineering Online,"1,671",1.382,0.004360
LANGUAGE LEARNING & TECHNOLOGY,686,1.382,0.001230
Journal of Analytical Methods in Chemistry,284,1.369,0.000830
European Review of Aging and Physical Activity,150,1.364,0.000530
Revista Portuguesa de Pneumologia,309,1.357,0.000690
Israel Journal of Health Policy Research,119,1.354,0.000350
BMC Womens Health,817,1.353,0.003330
BMC Womens Health,817,1.353,0.003330
International Neurourology Journal,201,1.344,0.000670
Sustainability,"2,301",1.343,0.006590
Sustainability,"2,301",1.343,0.006590
Postepy Dermatologii i Alergologii,313,1.342,0.000760
GENETICS AND MOLECULAR BIOLOGY,"1,788",1.341,0.002710
Results in Physics,160,1.337,0.000520
BioResources,"4,599",1.334,0.009710
BIOLOGICAL RESEARCH,"1,052",1.328,0.001480
Clinics,"2,450",1.328,0.006970
Endangered Species Research,"1,482",1.325,0.004150
NONLINEAR PROCESSES IN GEOPHYSICS,"1,714",1.321,0.004440
BMC Anesthesiology,506,1.320,0.001740
Pediatrics and Neonatology,567,1.319,0.002030
