Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
ADVANCES IN INORGANIC CHEMISTRY,"1,877",8.083,Not Available
ADVANCES IN CANCER RESEARCH,"2,266",8.079,Not Available
JOURNAL OF NEUROSCIENCE,"44,784",7.915,Not Available
JOURNAL OF CLINICAL ONCOLOGY,"23,665",7.878,Not Available
CATALYSIS REVIEWS-SCIENCE AND ENGINEERING,"2,004",7.870,Not Available
REPORTS ON PROGRESS IN PHYSICS,"3,254",7.667,Not Available
STRUCTURE,"3,610",7.633,Not Available
CURRENT OPINION IN STRUCTURAL BIOLOGY,"3,449",7.509,Not Available
NATURE BIOTECHNOLOGY,"1,353",7.401,Not Available
CURRENT OPINION IN NEUROBIOLOGY,"3,193",7.356,Not Available
REVIEWS OF PHYSIOLOGY BIOCHEMISTRY AND PHARMACOLOGY,966,7.188,Not Available
FRONTIERS IN NEUROENDOCRINOLOGY,811,7.111,Not Available
TRENDS IN PLANT SCIENCE,492,7.071,Not Available
PSYCHOLOGICAL REVIEW,"9,005",7.060,Not Available
PSYCHOLOGICAL REVIEW,"9,005",7.060,Not Available
BIOESSAYS,"4,994",7.053,Not Available
PROGRESS IN MATERIALS SCIENCE,723,7.000,Not Available
JOURNAL OF BIOLOGICAL CHEMISTRY,"296,759",6.963,Not Available
JOURNAL OF IMMUNOLOGY,"86,038",6.937,Not Available
ADVANCES IN PHYSICS,"3,211",6.800,Not Available
MOLECULAR ENDOCRINOLOGY,"10,502",6.788,Not Available
SURFACE SCIENCE REPORTS,"1,277",6.773,Not Available
ONCOGENE,"21,928",6.772,Not Available
JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,"28,813",6.704,Not Available
JOURNAL OF BONE AND MINERAL RESEARCH,"9,450",6.695,Not Available
TRENDS IN ECOLOGY & EVOLUTION,"3,763",6.678,Not Available
CHEMICAL SOCIETY REVIEWS,"2,827",6.670,Not Available
CURRENT BIOLOGY,"6,393",6.667,Not Available
AMERICAN JOURNAL OF PATHOLOGY,"22,968",6.501,Not Available
AMERICAN JOURNAL OF PSYCHIATRY,"22,478",6.501,Not Available
AMERICAN JOURNAL OF PSYCHIATRY,"22,478",6.501,Not Available
HARVARD LAW REVIEW,"4,008",6.325,Not Available
HUMAN GENE THERAPY,"4,105",6.323,Not Available
CEREBROVASCULAR AND BRAIN METABOLISM REVIEWS,636,6.286,Not Available
ARTHRITIS AND RHEUMATISM,"17,962",6.167,Not Available
PHYSICAL REVIEW LETTERS,"135,825",6.140,Not Available
JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,"6,240",6.121,Not Available
VITAMINS AND HORMONES-ADVANCES IN RESEARCH AND APPLICATIONS,539,6.118,Not Available
PHARMACOGENETICS,"1,671",6.087,Not Available
MOLECULAR AND CELLULAR NEUROSCIENCE,"1,296",6.080,Not Available
PHYSICS TODAY,"1,699",6.047,Not Available
PSYCHOLOGICAL BULLETIN,"11,572",6.038,Not Available
PSYCHOLOGICAL BULLETIN,"11,572",6.038,Not Available
GENE THERAPY,"1,993",5.996,Not Available
ADVANCES IN CHEMICAL PHYSICS,"2,480",5.972,Not Available
RNA-A PUBLICATION OF THE RNA SOCIETY,"1,330",5.970,Not Available
ANNALS OF SURGERY,"17,882",5.954,Not Available
IMMUNOLOGICAL REVIEWS,"4,555",5.948,Not Available
PROGRESS IN NUCLEIC ACID RESEARCH AND MOLECULAR BIOLOGY,"1,215",5.868,Not Available
ANNUAL REVIEW OF NUTRITION,"1,748",5.857,Not Available
HEPATOLOGY,"20,544",5.849,Not Available
JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,"8,468",5.836,Not Available
JOURNAL OF VIROLOGY,"50,356",5.821,Not Available
JOURNAL OF ECONOMIC LITERATURE,"1,316",5.818,Not Available
PLANT JOURNAL,"5,728",5.804,Not Available
CHEMISTRY & BIOLOGY,"1,460",5.796,Not Available
ANNUAL REVIEW OF ENTOMOLOGY,"2,564",5.750,Not Available
JOURNAL OF MOLECULAR BIOLOGY,"47,546",5.673,Not Available
CONTEMPORARY SOCIOLOGY-A JOURNAL OF REVIEWS,93,5.667,Not Available
SEMINARS IN LIVER DISEASE,"1,479",5.667,Not Available
BRAIN PATHOLOGY,"1,376",5.663,Not Available
JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,"175,876",5.650,Not Available
MOLECULAR MICROBIOLOGY,"14,316",5.605,Not Available
ANNUAL REVIEW OF PHYSICAL CHEMISTRY,"3,114",5.585,Not Available
CEREBRAL CORTEX,"2,384",5.581,Not Available
GENOME RESEARCH,"1,015",5.542,Not Available
ADVANCES IN ATOMIC MOLECULAR AND OPTICAL PHYSICS,826,5.474,Not Available
BRAIN,"12,036",5.381,Not Available
DIABETOLOGIA,"11,634",5.347,Not Available
MECHANISMS OF DEVELOPMENT,"2,968",5.318,Not Available
ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,"11,906",5.317,Not Available
ECOLOGICAL MONOGRAPHS,"3,705",5.300,Not Available
DEVELOPMENTAL BIOLOGY,"18,824",5.289,Not Available
CELL DEATH AND DIFFERENTIATION,621,5.274,Not Available
EUROPEAN JOURNAL OF IMMUNOLOGY,"20,977",5.256,Not Available
INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE,"14,578",5.250,Not Available
MOLECULAR BIOLOGY AND EVOLUTION,"4,943",5.249,Not Available
ADVANCES IN VIRUS RESEARCH,801,5.240,Not Available
ADVANCES IN PARASITOLOGY,563,5.235,Not Available
JOURNAL OF INVESTIGATIVE MEDICINE,531,5.216,Not Available
PARASITOLOGY TODAY,"2,950",5.189,Not Available
JOURNAL OF BIOMOLECULAR NMR,"2,087",5.154,Not Available
INTERNATIONAL SECURITY,733,5.152,Not Available
MEDICINAL RESEARCH REVIEWS,"1,041",5.116,Not Available
JOURNAL OF INFECTIOUS DISEASES,"26,138",5.099,Not Available
JOURNAL OF CLINICAL PSYCHOPHARMACOLOGY,"3,198",5.094,Not Available
TRENDS IN BIOTECHNOLOGY,"2,243",5.089,Not Available
JOURNAL OF CELL SCIENCE,"13,512",5.081,Not Available
AIDS,"8,501",5.050,Not Available
MOLECULAR MEDICINE,722,5.032,Not Available
ANNUAL REVIEW OF EARTH AND PLANETARY SCIENCES,"1,115",5.000,Not Available
ANNUAL REVIEW OF FLUID MECHANICS,"1,906",5.000,Not Available
PROGRESS IN NEUROBIOLOGY,"3,614",5.000,Not Available
BRITISH MEDICAL JOURNAL,"44,864",4.994,Not Available
RADIOLOGY,"37,160",4.989,Not Available
COLUMBIA LAW REVIEW,"2,221",4.987,Not Available
HYPERTENSION,"15,905",4.944,Not Available
MOLECULAR PHARMACOLOGY,"15,591",4.921,Not Available
ATOMIC DATA AND NUCLEAR DATA TABLES,"2,290",4.861,Not Available
JOURNAL OF COGNITIVE NEUROSCIENCE,"1,500",4.844,Not Available
JOURNAL OF COGNITIVE NEUROSCIENCE,"1,500",4.844,Not Available
ANNUAL REVIEW OF PSYCHOLOGY,"2,087",4.841,Not Available
ANNUAL REVIEW OF PSYCHOLOGY,"2,087",4.841,Not Available
CHEMISTRY-A EUROPEAN JOURNAL,"1,559",4.828,Not Available
CRITICAL REVIEWS IN TOXICOLOGY,"1,462",4.824,Not Available
ARCHIVES OF INTERNAL MEDICINE,"16,883",4.781,Not Available
CLINICAL PHARMACOLOGY & THERAPEUTICS,"8,627",4.751,Not Available
ANALYTICAL CHEMISTRY,"40,366",4.743,Not Available
AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,"9,572",4.705,Not Available
ALDRICHIMICA ACTA,527,4.667,Not Available
GENES CHROMOSOMES & CANCER,"3,439",4.653,Not Available
LABORATORY INVESTIGATION,"12,560",4.653,Not Available
ANESTHESIOLOGY,"18,882",4.625,Not Available
PHARMACOLOGY & THERAPEUTICS,"4,116",4.622,Not Available
ANNUAL REVIEW OF PHYTOPATHOLOGY,"2,139",4.617,Not Available
CRITICAL REVIEWS IN PLANT SCIENCES,772,4.606,Not Available
PROTEIN SCIENCE,"5,949",4.600,Not Available
YALE LAW JOURNAL,"3,061",4.588,Not Available
JOURNAL OF INVESTIGATIVE DERMATOLOGY,"14,704",4.584,Not Available
THROMBOSIS AND HAEMOSTASIS,"11,671",4.582,Not Available
JOURNAL OF CLINICAL ENDOCRINOLOGY AND METABOLISM,"32,205",4.575,Not Available
BIOCHEMISTRY,"92,020",4.572,Not Available
MATERIALS AND CORROSION-WERKSTOFFE UND KORROSION,41,4.571,Not Available
ADVANCES IN POLYMER SCIENCE,"2,150",4.563,Not Available
INTERNATIONAL REVIEW OF CYTOLOGY-A SURVEY OF CELL BIOLOGY,"3,943",4.558,Not Available
GUT,"15,267",4.546,Not Available
PROGRESS IN LIPID RESEARCH,"1,138",4.536,Not Available
NEUROLOGY,"32,375",4.526,Not Available
CLINICAL PHARMACOKINETICS,"3,340",4.513,Not Available
NATURAL PRODUCT REPORTS,980,4.484,Not Available
MEDICINE,"4,684",4.483,Not Available
SEMINARS IN CELL BIOLOGY,933,4.465,Not Available
PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,997,4.455,Not Available
JOURNAL OF GENERAL PHYSIOLOGY,"7,475",4.379,Not Available
CURRENT TOPICS IN CELLULAR REGULATION,453,4.375,Not Available
ENDOCRINOLOGY,"41,069",4.348,Not Available
TISSUE ANTIGENS,"3,339",4.339,Not Available
BIOPHYSICAL JOURNAL,"17,528",4.332,Not Available
STROKE,"17,379",4.323,Not Available
NEUROIMAGE,562,4.311,Not Available
PLANT PHYSIOLOGY,"30,435",4.311,Not Available
MATERIALS SCIENCE & ENGINEERING R-REPORTS,714,4.304,Not Available
GENETICS,"18,187",4.275,Not Available
JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY,"4,633",4.253,Not Available
AMERICAN JOURNAL OF MEDICINE,"22,623",4.237,Not Available
JOURNAL OF NEUROCHEMISTRY,"28,341",4.234,Not Available
OSTEOPOROSIS INTERNATIONAL,"1,997",4.232,Not Available
NEUROBIOLOGY OF DISEASE,242,4.225,Not Available
METEORITICS,"1,425",4.206,Not Available
SYSTEMATIC BIOLOGY,975,4.191,Not Available
NUCLEIC ACIDS RESEARCH,"52,472",4.188,Not Available
RECENT PROGRESS IN HORMONE RESEARCH,"1,438",4.182,Not Available
AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY,"4,911",4.164,Not Available
ANNUAL REVIEW OF MEDICINE,"1,945",4.161,Not Available
PROTEINS-STRUCTURE FUNCTION AND GENETICS,"5,105",4.161,Not Available
TOPICS IN CURRENT CHEMISTRY,"2,031",4.156,Not Available
ANNUAL REVIEW OF NUCLEAR AND PARTICLE SCIENCE,"1,048",4.143,Not Available
CANCER AND METASTASIS REVIEWS,"1,668",4.132,Not Available
NEUROPSYCHOPHARMACOLOGY,"2,325",4.105,Not Available
CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,462,4.091,Not Available
SEMINARS IN CANCER BIOLOGY,"1,384",4.074,Not Available
KIDNEY INTERNATIONAL,"21,554",4.071,Not Available
JOURNAL OF CLINICAL PSYCHIATRY,"6,784",4.003,Not Available
JOURNAL OF CLINICAL PSYCHIATRY,"6,784",4.003,Not Available
PROGRESS IN QUANTUM ELECTRONICS,236,4.000,Not Available
AMERICAN JOURNAL OF CLINICAL NUTRITION,"20,694",3.980,Not Available
CRITICAL REVIEWS IN IMMUNOLOGY,699,3.967,Not Available
EUROPEAN JOURNAL OF NEUROSCIENCE,"6,022",3.947,Not Available
NEUROPHARMACOLOGY,"6,691",3.909,Not Available
JOURNAL OF LEUKOCYTE BIOLOGY,"5,712",3.906,Not Available
ANNUAL REVIEW OF ECOLOGY AND SYSTEMATICS,"4,618",3.900,Not Available
ASTRONOMY AND ASTROPHYSICS REVIEW,335,3.900,Not Available
AMERICAN JOURNAL OF SURGICAL PATHOLOGY,"7,001",3.894,Not Available
JOURNAL OF BIOENERGETICS AND BIOMEMBRANES,"1,926",3.889,Not Available
BIOLOGICAL REVIEWS OF THE CAMBRIDGE PHILOSOPHICAL SOCIETY,"1,989",3.811,Not Available
JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,"6,525",3.793,Not Available
JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,"6,525",3.793,Not Available
CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES,489,3.792,Not Available
JOURNAL OF CLINICAL MICROBIOLOGY,"23,111",3.783,Not Available
ARCHIVES OF NEUROLOGY,"14,163",3.779,Not Available
AMERICAN JOURNAL OF EPIDEMIOLOGY,"16,619",3.773,Not Available
JOURNAL OF PINEAL RESEARCH,"1,307",3.771,Not Available
GLIA,"2,847",3.769,Not Available
JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,"13,530",3.769,Not Available
MICHIGAN LAW REVIEW,"1,683",3.765,Not Available
JOURNAL OF LIPID RESEARCH,"12,311",3.764,Not Available
JOURNAL OF COMPARATIVE NEUROLOGY,"32,495",3.758,Not Available
JOURNAL OF BIOLOGICAL INORGANIC CHEMISTRY,283,3.750,Not Available
PROGRESS IN SOLID STATE CHEMISTRY,611,3.750,Not Available
QUARTERLY REVIEW OF BIOLOGY,"1,537",3.750,Not Available
INTERNATIONAL JOURNAL OF SYSTEMATIC BACTERIOLOGY,"5,559",3.724,Not Available
INFECTION AND IMMUNITY,"30,603",3.713,Not Available
CLINICAL CHEMISTRY,"14,725",3.703,Not Available
CELL GROWTH & DIFFERENTIATION,"3,637",3.680,Not Available
UNIVERSITY OF CHICAGO LAW REVIEW,"1,432",3.676,Not Available
LEARNING & MEMORY,317,3.673,Not Available
LEARNING & MEMORY,317,3.673,Not Available
CANCER GENE THERAPY,470,3.671,Not Available
CRITICAL CARE MEDICINE,"9,525",3.639,Not Available
JOURNAL OF BACTERIOLOGY,"45,551",3.639,Not Available
ADVANCES IN MICROBIAL ECOLOGY,508,3.625,Not Available
DEVELOPMENTAL DYNAMICS,"1,881",3.624,Not Available
ENVIRONMENTAL SCIENCE & TECHNOLOGY,"15,768",3.623,Not Available
BRITISH JOURNAL OF PHARMACOLOGY,"23,729",3.619,Not Available
JOURNAL OF MEDICINAL CHEMISTRY,"18,635",3.615,Not Available
GLOBAL BIOGEOCHEMICAL CYCLES,"1,686",3.606,Not Available
JOURNAL OF ANALYTICAL ATOMIC SPECTROMETRY,"4,166",3.595,Not Available
NEUROSCIENCE,"23,995",3.594,Not Available
EXPERIMENTAL HEMATOLOGY,"4,724",3.591,Not Available
PHYSICS LETTERS B,"45,435",3.581,Not Available
TRENDS IN CARDIOVASCULAR MEDICINE,764,3.581,Not Available
BIOCHEMICAL JOURNAL,"49,217",3.579,Not Available
CANCER CAUSES & CONTROL,"1,707",3.562,Not Available
ANTIMICROBIAL AGENTS AND CHEMOTHERAPY,"17,927",3.560,Not Available
INTERNATIONAL IMMUNOLOGY,"4,894",3.548,Not Available
VIROLOGY,"23,226",3.540,Not Available
NUCLEAR PHYSICS B,"37,446",3.531,Not Available
FREE RADICAL BIOLOGY AND MEDICINE,"6,837",3.528,Not Available
COGNITIVE PSYCHOLOGY,"2,357",3.516,Not Available
SCHIZOPHRENIA BULLETIN,"3,755",3.509,Not Available
SCHIZOPHRENIA BULLETIN,"3,755",3.509,Not Available
FEBS LETTERS,"46,076",3.504,Not Available
MACROMOLECULES,"38,086",3.500,Not Available
BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,"2,460",3.497,Not Available
JOURNAL OF NUCLEAR MEDICINE,"13,004",3.491,Not Available
MOLECULAR NEUROBIOLOGY,688,3.483,Not Available
EMERGING INFECTIOUS DISEASES,336,3.482,Not Available
BIO-TECHNOLOGY,"5,198",3.477,Not Available
JOURNAL OF ORGANIC CHEMISTRY,"57,162",3.476,Not Available
UNIVERSITY OF PENNSYLVANIA LAW REVIEW,"1,286",3.476,Not Available
EPIDEMIOLOGIC REVIEWS,"1,809",3.471,Not Available
JOURNAL OF DENTAL RESEARCH,"7,217",3.459,Not Available
AMERICAN JOURNAL OF PUBLIC HEALTH,"12,217",3.453,Not Available
AMERICAN JOURNAL OF PUBLIC HEALTH,"12,217",3.453,Not Available
JOURNAL OF CATALYSIS,"18,457",3.452,Not Available
EXPERIMENTAL NEUROLOGY,"8,138",3.450,Not Available
PROGRESS IN REACTION KINETICS,273,3.444,Not Available
WORLD POLITICS,834,3.444,Not Available
HIPPOCAMPUS,"1,585",3.442,Not Available
CURRENT OPINION IN LIPIDOLOGY,"1,203",3.441,Not Available
TRANSPLANTATION,"19,422",3.441,Not Available
PCR-METHODS AND APPLICATIONS,"1,085",3.425,Not Available
GENOMICS,"14,695",3.424,Not Available
PHYSICAL REVIEW D,"40,083",3.420,Not Available
CLINICAL CANCER RESEARCH,"1,720",3.419,Not Available
JOURNAL OF HEPATOLOGY,"6,095",3.409,Not Available
LC GC-MAGAZINE OF SEPARATION SCIENCE,948,3.400,Not Available
STANFORD LAW REVIEW,"1,631",3.394,Not Available
JOURNAL OF PHYSICAL CHEMISTRY,"78,690",3.392,Not Available
MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,"21,159",3.383,Not Available
TRANSFUSION,"4,430",3.379,Not Available
BRITISH JOURNAL OF HAEMATOLOGY,"13,974",3.370,Not Available
INTERNATIONAL JOURNAL OF CANCER,"18,076",3.362,Not Available
JOURNAL OF MEMORY AND LANGUAGE,"1,844",3.358,Not Available
JOURNAL OF COMPUTATIONAL CHEMISTRY,"6,960",3.357,Not Available
IMMUNOGENETICS,"3,749",3.340,Not Available
APPLIED AND ENVIRONMENTAL MICROBIOLOGY,"28,214",3.336,Not Available
CARCINOGENESIS,"13,174",3.336,Not Available
MASS SPECTROMETRY REVIEWS,811,3.333,Not Available
SEMINARS IN NEUROSCIENCE,755,3.325,Not Available
PLANTA,"10,717",3.323,Not Available
DIABETES CARE,"9,186",3.321,Not Available
PAIN,"9,589",3.318,Not Available
ADMINISTRATIVE SCIENCE QUARTERLY,"3,222",3.306,Not Available
JOURNAL OF CLIMATE,"4,308",3.305,Not Available
PROGRESS IN POLYMER SCIENCE,837,3.300,Not Available
ANNUAL REVIEW OF MATERIALS SCIENCE,865,3.298,Not Available
CRITICAL REVIEWS IN NEUROBIOLOGY,439,3.297,Not Available
CANCER,"47,110",3.296,Not Available
DRUGS,"5,914",3.282,Not Available
PROGRESS IN BIOPHYSICS & MOLECULAR BIOLOGY,"1,287",3.275,Not Available
CHEMISTRY OF MATERIALS,"6,325",3.273,Not Available
MOLECULAR PLANT-MICROBE INTERACTIONS,"2,411",3.267,Not Available
BRITISH JOURNAL OF PSYCHIATRY,"13,851",3.265,Not Available
BRITISH JOURNAL OF PSYCHIATRY,"13,851",3.265,Not Available
JOURNAL OF NEUROPHYSIOLOGY,"21,695",3.263,Not Available
GLOBAL CHANGE BIOLOGY,333,3.261,Not Available
JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,"5,573",3.255,Not Available
JOURNAL OF PATHOLOGY,"6,358",3.251,Not Available
INTERNATIONAL ORGANIZATION,"1,089",3.250,Not Available
MOLECULAR PHYLOGENETICS AND EVOLUTION,889,3.250,Not Available
JOURNAL OF CHEMICAL PHYSICS,"116,575",3.247,Not Available
ADVANCES IN SECOND MESSENGER AND PHOSPHOPROTEIN RESEARCH,402,3.231,Not Available
JOURNAL OF PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,"31,973",3.227,Not Available
LEUKEMIA,"6,824",3.227,Not Available
ORGANOMETALLICS,"20,498",3.227,Not Available
ADVANCES IN CARBOHYDRATE CHEMISTRY AND BIOCHEMISTRY,"1,104",3.200,Not Available
CHEMICAL COMMUNICATIONS,"35,191",3.200,Not Available
CONTEMPORARY PSYCHOLOGY,107,3.200,Not Available
DEVELOPMENT AND PSYCHOPATHOLOGY,"1,153",3.192,Not Available
SUPRAMOLECULAR CHEMISTRY,744,3.190,Not Available
JOURNAL OF MEDICAL VIROLOGY,"4,179",3.188,Not Available
PROGRESS IN CARDIOVASCULAR DISEASES,"1,677",3.185,Not Available
CURRENT OPINION IN BIOTECHNOLOGY,"1,184",3.181,Not Available
JOURNAL OF MOLECULAR EVOLUTION,"5,293",3.181,Not Available
FEMS MICROBIOLOGY REVIEWS,"1,913",3.165,Not Available
ZEITSCHRIFT FUR PHYSIK C-PARTICLES AND FIELDS,"7,040",3.164,Not Available
JOURNAL OF PHYSIOLOGY-LONDON,"33,042",3.160,Not Available
PALEOCEANOGRAPHY,"2,061",3.160,Not Available
ECOLOGY,"18,149",3.139,Not Available
EUROPEAN JOURNAL OF BIOCHEMISTRY,"34,921",3.136,Not Available
DEVELOPMENTAL GENETICS,"1,255",3.121,Not Available
AMERICAN JOURNAL OF PHYSIOLOGY,"91,190",3.116,Not Available
EUROPEAN JOURNAL OF HUMAN GENETICS,522,3.112,Not Available
LIMNOLOGY AND OCEANOGRAPHY,"9,866",3.110,Not Available
PSYCHOSOMATIC MEDICINE,"3,756",3.089,Not Available
PSYCHOSOMATIC MEDICINE,"3,756",3.089,Not Available
JOURNAL OF NEUROTRAUMA,"1,478",3.086,Not Available
MOLECULAR ECOLOGY,"1,292",3.086,Not Available
PLANT CELL AND ENVIRONMENT,"4,668",3.084,Not Available
AMERICAN PSYCHOLOGIST,"7,688",3.076,Not Available
QUARTERLY JOURNAL OF ECONOMICS,"3,517",3.074,Not Available
DRUG DISCOVERY TODAY,209,3.073,Not Available
AIDS RESEARCH AND HUMAN RETROVIRUSES,"4,485",3.069,Not Available
JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY,"14,702",3.068,Not Available
JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY,"10,333",3.057,Not Available
EXPERIMENTAL CELL RESEARCH,"13,043",3.056,Not Available
HUMAN PATHOLOGY,"8,375",3.052,Not Available
JOURNAL OF MEMBRANE BIOLOGY,"5,997",3.048,Not Available
JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY,"13,590",3.041,Not Available
